Description,Specification,Ratings,Price,Original_price,Discount,Reviews
"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Light Laptop  (35.56 cm, Arctic Grey, 1.43 Kg, With MS Office)","[['Sales Package', 'Laptop, battery, power adapter, user guide'], ['Model Number', '14IAU7'], ['Part Number', '82RJ0040IN|82RJ004BIN'], ['Model Name', '14IAU7'], ['Series', 'IdeaPad Slim 3'], ['Color', 'Arctic Grey'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Upto 10 Hours'], ['MS Office Provided', 'Yes']]","['4.1', '4.1', '4.3', '4.6']","['₹37,990']","['₹67,090']",['43% off'],"['528 Ratings & 47 Reviews', '(528)', '(996)', '(841)']"
"Acer Intel Celeron Dual Core N4500 - (8 GB/128 GB SSD/Chrome OS) CB314-3H-C5QE Chromebook  (14 inch, Silver, 1.45 Kg)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'CB314-3H-C5QE'], ['Part Number', 'NX.K04SI.007'], ['Model Name', 'CB314-3H'], ['Color', 'Silver'], ['Type', 'Chromebook'], ['Suitable For', 'Processing & Multitasking'], ['MS Office Provided', 'No']]","['3.9', '3.9', '4.2', '4.1']","['₹23,990']","['₹33,999']",['29% off'],"['49 Ratings & 5 Reviews', '(49)', '(1,226)', '(256)']"
"ASUS Vivobook S 15 OLED (2023) Intel EVO H-Series Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) S5504VA-MA541WS Thin and Light Laptop  (15.6 Inch, Solar Blue, 1.70 Kg, With MS Office)","[['Sales Package', 'Laptop, battery, power adapter, user guide'], ['Model Number', 'S5504VA-MA541WS'], ['Part Number', '90NB0ZK1-M007Y0'], ['Model Name', 'S5504VA-MA541WS'], ['Series', 'Vivobook S 15 OLED (2023) Intel EVO H-Series'], ['Color', 'Solar Blue'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Cell', '4 Cell'], ['MS Office Provided', 'Yes']]","['5', '5', '4.2', '4']","['₹87,500']","['₹89,990']",['2% off'],"['3 Ratings & 2 Reviews', '(3)', '(1,824)', '(2,144)']"
"HP Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) 15-hr0001TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.60 Kg, With MS Office)","[['Sales Package', 'Laptop, battery, power adapter, user guide'], ['Model Number', '15-hr0001TU'], ['Part Number', '832Q9PA#ACJ'], ['Model Name', '15-hr0001TU'], ['Color', 'Natural Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'Yes']]","['4', '4', '3.9', '4']","['₹64,990']","['₹85,999']",['24% off'],"['22 Ratings & 1 Reviews', '(22)', '(5,026)', '(2,144)']"
"DELL Inspiron Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and Light Laptop  (15.6 Inch, Platinum Silver, 1.63 kg, With MS Office)","[['Sales Package', 'Laptop, Battery, AC Adapter, User Guide, Manuals'], ['Model Number', 'Inspiron 3520'], ['Part Number', 'IN3520P9K46002ORS1'], ['Model Name', 'Inspiron 3520'], ['Series', 'Inspiron'], ['Color', 'Platinum Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Travel & Business'], ['Battery Cell', '3 Cell Battery, 41WHr'], ['MS Office Provided', 'Yes']]","['3.9', '3.9', '3.9', '4.2']","['₹37,886']","['₹51,535']",['26% off'],"['12 Ratings & 1 Reviews', '(12)', '(5,026)', '(1,791)']"
"MSI Modern 14 AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-218IN Thin and Light Laptop  (14 Inch, Classic Black, 1.4 Kg)","[['Sales Package', 'Laptop, battery, power adapter, user guide'], ['Model Number', 'Modern 14 C7M-218IN'], ['Part Number', '9S7-14JK12-218'], ['Model Name', 'Modern 14 C7M-218IN'], ['Series', 'Modern 14'], ['Color', 'Classic Black'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking, Entertainment'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'No']]","['4.3', '4.3', '3.3', '4']","['₹52,990']","['₹61,990']",['14% off'],"['10 Ratings & 3 Reviews', '(10)', '(15)', '(2,144)']"
"HP Intel Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/Intel Integrated intel hd) 14-ek1074TU 2 in 1 Gaming Laptop  (14 inch, Silver, With MS Office)","[['Sales Package', 'Laptop, Manual, Adadpter'], ['Model Number', '14-ek1074TU'], ['Part Number', '8C5H5PA'], ['Model Name', 'Pavilion x360'], ['Color', 'Silver'], ['Type', '2 in 1 Gaming Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', '3 Hours'], ['MS Office Provided', 'Yes']]","['4.4', '4']","['₹78,468']","['₹90,465']",['13% off'],"['(31,570)', '(797)']"
"HP Victus Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 16-d0310TX Gaming Laptop  (16.1 Inch, Mica Silver, 2.48 Kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '16-d0310TX'], ['Part Number', '7K4X0PA#ACJ'], ['Model Name', '16-d0310TX'], ['Series', 'Victus'], ['Color', 'Mica Silver'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['MS Office Provided', 'Yes']]",['4.3'],"['₹60,140']","['₹84,419']",['28% off'],['726 Ratings & 75 Reviews']
"HP Victus Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 16-d0310TX Gaming Laptop  (16.1 Inch, Mica Silver, 2.48 Kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '16-d0310TX'], ['Part Number', '7K4X0PA#ACJ'], ['Model Name', '16-d0310TX'], ['Series', 'Victus'], ['Color', 'Mica Silver'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['MS Office Provided', 'Yes']]","['4.3', '4.3', '3.9', '3.8']","['₹60,140']","['₹84,419']",['28% off'],"['726 Ratings & 75 Reviews', '(726)', '(5,026)', '(81)']"
"DELL AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3525 Thin and Light Laptop  (15.6 Inch, Platinum Silver, 1.69 kg, With MS Office)","[['Sales Package', '???Laptop, Battery, AC Adapter, User Guide, Manuals'], ['Model Number', 'Inspiron 3525'], ['Part Number', 'IN3525NV1XWS02ORS1'], ['Model Name', 'Inspiron 3525'], ['Color', 'Platinum Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Travel & Business'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'Yes']]",['4.5'],"['₹40,890']","['₹51,997']",['21% off'],['(963)']
"HP Pavilion 14 (2023) Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Pavilion 14-DV2041TU Laptop  (14 inch, Natural Silver, With MS Office)","[['Sales Package', 'Laptop, Adapter'], ['Model Number', 'Pavilion 14-DV2041TU'], ['Part Number', '6K9C5PA'], ['Model Name', 'Pavilion'], ['Series', 'Pavilion 14 (2023)'], ['Color', 'Natural Silver'], ['Type', 'Laptop'], ['Suitable For', 'Everyday Use'], ['Battery Backup', 'upto 4 hours'], ['MS Office Provided', 'Yes']]","['4', '4', '3.9', '3.5']","['₹65,499']","['₹75,414']",['13% off'],"['64 Ratings & 6 Reviews', '(64)', '(2,662)', '(49)']"
"Lenovo Ideapad Gaming 3 AMD Ryzen 5 Hexa Core AMD R5-5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) 15ACH6 Gaming Laptop  (15.6 inch, Shadow Black, 2.25 kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, Quick Start Guide, Warranty Document'], ['Model Number', '15ACH6'], ['Part Number', '82K201ULIN'], ['Model Name', 'Ideapad Gaming 3'], ['Series', 'Ideapad Gaming 3'], ['Color', 'Shadow Black'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['Battery Backup', 'Upto 5 hours'], ['Power Supply', '3 Pin 170 W Slim Tip Adapter'], ['MS Office Provided', 'Yes']]","['4.4', '4.4', '3.9', '4.5']","['₹64,990']","['₹1,03,490']",['37% off'],"['98 Ratings & 13 Reviews', '(98)', '(4,472)', '(4,596)']"
"DELL AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3535 Thin and Light Laptop  (15.6 Inch, Platinum Silver, 1.67 Kg, With MS Office)","[['Sales Package', '???Laptop, Battery, AC Adapter, User Guide, Manuals'], ['Model Number', 'Inspiron 3535'], ['Part Number', 'IN3535HF8X1001ORS1'], ['Model Name', 'Inspiron 3535'], ['Color', 'Platinum Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['MS Office Provided', 'Yes']]","['3.9', '4']","['₹36,490']","['₹50,649']",['27% off'],"['(2,500)', '(2,144)']"
"MSI GF63 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050/144 Hz) Thin GF63 12UCX-265IN Gaming Laptop  (15.6 Inch, Black, 1.86 Kg)","[['Sales Package', 'Laptop, battery, power adapter, user guide'], ['Model Number', 'Thin GF63 12UCX-265IN'], ['Part Number', '9S7-16R821-265'], ['Model Name', 'Thin GF63 12UCX'], ['Series', 'GF63'], ['Color', 'Black'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'No']]","['4.2', '4.2', '3.8', '4.6']","['₹59,990']","['₹97,990']",['38% off'],"['77 Ratings & 10 Reviews', '(77)', '(81)', '(841)']"
"Acer Aspire Vero Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) AV14-52P Thin and Light Laptop  (14 Inch, Cobblestone Gray, 1.5 Kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'AV14-52P'], ['Part Number', 'NX.KJSSI.002'], ['Model Name', 'AV14-52P'], ['Series', 'Aspire Vero'], ['Color', 'Cobblestone Gray'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Power Supply', '65 W AC adapter'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'Yes']]","['4.6', '4.6', '3.9', '4.4']","['₹62,990']","['₹71,999']",['12% off'],"['10 Ratings & 1 Reviews', '(10)', '(595)', '(8,553)']"
"Acer Chromebook Intel Celeron Dual Core N4000 - (4 GB/16 GB EMMC Storage/Chrome OS) C733 Chromebook  (11.6 inch, Black, 1.26 kg)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'C733'], ['Part Number', 'NX.H8VSI.004'], ['Series', 'Chromebook'], ['Color', 'Black'], ['Type', 'Chromebook'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Upto 12 hours'], ['Power Supply', '45 W AC Adapter'], ['Battery Cell', '3 cell'], ['MS Office Provided', 'No']]","['3.6', '3.6', '4.1', '4.2']","['₹19,771']","['₹27,000']",['26% off'],"['73 Ratings & 5 Reviews', '(73)', '(256)', '(1,226)']"
"ASUS Vivobook Pro 15 OLED Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) K6500ZC-L501WS Gaming Laptop  (15.6 Inch, Quiet Blue, 1.80 kg, With MS Office)",[],"['4.4', '4.4', '3.7', '4.6']","['₹86,999']","['₹1,10,990']",['21% off'],"['192 Ratings & 23 Reviews', '(192)', '(71)', '(1,786)']"
"Infinix INBook X2 Plus Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop  (15.6 Inch, Blue, 1.58 Kg)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'XL25'], ['Part Number', '71008300539'], ['Model Name', 'XL25'], ['Series', 'INBook X2 Plus'], ['Color', 'Blue'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Upto 10 Hours'], ['Power Supply', '65W AC Adapter'], ['MS Office Provided', 'No']]","['4.2', '4.2', '3.9', '4.6']","['₹29,990']","['₹44,990']",['33% off'],"['556 Ratings & 101 Reviews', '(556)', '(197)', '(75)']"
"ASUS TUF Gaming F15 Intel Core i5 10th Gen 10300H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) FX506LHB-HN355W | FX506LH-HN258W Gaming Laptop  (15.6 inch, Black Plastic, 2.30 Kg)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'FX506LHB-HN355W | FX506LH-HN258W'], ['Part Number', '90NR03U2-M00CX0 | 90NR03U2-M10760'], ['Model Name', 'FX506LHB-HN355W | FX506LH-HN258W'], ['Series', 'TUF Gaming F15'], ['Color', 'Black Plastic'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['Power Supply', '150W AC Adapter'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'No']]","['4.4', '4.4', '4.4', '4.5']","['₹51,998']","['₹79,990']",['34% off'],"['6,067 Ratings & 637 Reviews', '(6,067)', '(197)', '(22,520)']"
"MSI Modern 14 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-435IN Thin and Light Laptop  (14 Inch, Classic Black, 1.4 Kg)","[['Sales Package', 'Laptop, Power adapter'], ['Model Number', 'Modern 14 C13M-435IN'], ['Part Number', '9S7-14J112-435'], ['Model Name', 'Modern 14 C13M-435IN'], ['Series', 'Modern 14'], ['Color', 'Classic Black'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking, Entertainment'], ['Power Supply', '65W adapter'], ['Battery Cell', '3 cell'], ['MS Office Provided', 'No']]","['4.3', '4.3', '4.4', '4']","['₹64,990']","['₹85,990']",['24% off'],"['25 Ratings & 4 Reviews', '(25)', '(31)', '(3)']"
"MSI Katana 15 Intel Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050/144 Hz) Katana 15 B12VEK-400IN Gaming Laptop  (15.6 Inch, Black, 2.25 Kg)","[['Sales Package', 'Laptop, battery, power adapter, user guide, Laptop Bag'], ['Model Number', 'Katana 15 B12VEK-400IN'], ['Part Number', '9S7-158571-400'], ['Model Name', 'Katana 15 B12VEK-400IN'], ['Series', 'Katana 15'], ['Color', 'Black'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['MS Office Provided', 'No']]","['4.3', '4.3', '4', '3.9']","['₹94,990']","['₹1,39,990']",['32% off'],"['6 Ratings & 1 Reviews', '(6)', '(290)', '(8)']"
"HP G9 SERIES AMD Athlon Dual Core 3050U - (4 GB/256 GB SSD/Windows 11 Home) 255 Thin and Light Laptop  (15.6 Inch, Black, 1.6 Kg)",[],"['3.9', '4.1']","['₹21,999']","['₹44,990']",['51% off'],"['(4,498)', '(3,529)']"
"Lenovo IdeaPad 3 Intel Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and Light Laptop  (15.6 Inch, Arctic Grey, 1.63 Kg, With MS Office)","[['Sales Package', 'Laptop, User manual, Adapter'], ['Model Number', '15IAU7'], ['Part Number', '82RK00EDIN'], ['Model Name', '15IAU7'], ['Series', 'IdeaPad 3 Intel'], ['Color', 'Arctic Grey'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Upto 10 Hours'], ['Power Supply', '65W Round Tip (3-pin)'], ['MS Office Provided', 'Yes']]","['3.7', '3.7', '4', '4.2']","['₹48,068']","['₹85,290']",['43% off'],"['3 Ratings & 0 Reviews', '(3)', '(3,956)', '(1,791)']"
"Lenovo Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82TW0019IH Laptop  (14 inch, Silver)","[['Sales Package', 'laptop, adaptor, manual'], ['Model Number', '82TW0019IH'], ['Part Number', '82TW001DIH'], ['Model Name', 's14'], ['Color', 'Silver'], ['Type', 'Laptop'], ['Suitable For', 'Performance'], ['Battery Backup', '4'], ['MS Office Provided', 'No']]","['4.4', '4.4', '4', '4']","['₹46,990']","['₹99,999']",['53% off'],"['17 Ratings & 1 Reviews', '(17)', '(3,956)', '(73)']"
"HP 15s Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 10 Home) 15s-FQ2535TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)",[],"['4.4', '4.4', '3.9', '4.2']","['₹50,499']","['₹66,523']",['24% off'],"['858 Ratings & 81 Reviews', '(858)', '(2,662)', '(363)']"
"ASUS Vivobook 14X (2023) For Creator, Intel H-Series Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050/60 Hz/50 TGP) K3405ZF-LY542WS Gaming Laptop  (14 Inch, Cool Silver, 1.40 Kg, With MS Office)","[['Sales Package', 'Laptop, battery, power adapter, user guide'], ['Model Number', 'K3405ZF-LY542WS'], ['Part Number', '90NB11H2-M004D0'], ['Model Name', 'K3405ZF-LY542WS'], ['Series', 'Vivobook 14X (2023) For Creator, Intel H-Series'], ['Color', 'Cool Silver'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'Yes'], ['TGP', '50 TGP']]","['3.8', '3.9']","['₹64,990']","['₹92,990']",['30% off'],"['(81)', '(358)']"
"GIGABYTE G5 GE-51IN213SH Intel Core i5 12th Gen 12500H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) RC55GE Gaming Laptop  (15.6 inch, Black, 3.11 Kg, With MS Office)","[['Sales Package', 'Laptop, Quick Start Guide, Warranty Card, Power Cord, Power Adapter'], ['Model Number', 'RC55GE'], ['Part Number', 'G5 GE-51IN263SH'], ['Model Name', 'G5 GE-51IN263SH'], ['Series', 'G5 GE-51IN213SH'], ['Color', 'Black'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['MS Office Provided', 'Yes']]","['4.5', '4.5', '4.2', '4.3']","['₹57,990']","['₹1,09,990']",['47% off'],"['31 Ratings & 7 Reviews', '(31)', '(352)', '(104)']"
"Lenovo Intel Core i3 11th Gen - (8 GB/512 GB SSD/DOS) 14 G2 ITL Business Laptop  (14 inch, Mineral Grey)","[['Sales Package', 'Laptop, Adapter, User Manual'], ['Model Number', '14 G2 ITL'], ['Part Number', '20VDA0V1IH'], ['Model Name', 'ThinkBook 14'], ['Color', 'Mineral Grey'], ['Type', 'Business Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'upto 4 hours'], ['MS Office Provided', 'No']]",['4'],"['₹38,100']","['₹56,000']",['31% off'],"['(3,956)']"
"Lenovo ThinkPad E14 Intel Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) TP E14 Gen 4 Thin and Light Laptop  (14 Inch, Black, 1.59 Kg, With MS Office)",[],"['4.1', '4.1', '4', '4']","['₹70,990']","['₹1,13,400']",['37% off'],"['23 Ratings & 5 Reviews', '(23)', '(3,956)', '(84)']"
"HP Victus Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) 15-fa0070TX Gaming Laptop  (15.6 Inch, Silver, 2.37 Kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '15-fa0070TX'], ['Part Number', '6Z2P5PA#ACJ'], ['Model Name', '15-fa0070TX'], ['Series', 'Victus'], ['Color', 'Silver'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'Yes']]","['4.2', '4.2', '3.8', '4.2']","['₹57,990']","['₹86,663']",['33% off'],"['1,651 Ratings & 125 Reviews', '(1,651)', '(81)', '(8,869)']"
"HP Pavilion x360 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14-ek0137TU Thin and Light Laptop  (14 Inch, Natural Silver, 1.41 Kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '14-ek0137TU'], ['Part Number', '6Q0Z9PA#ACJ'], ['Model Name', '14-ek0137TU'], ['Series', 'Pavilion x360'], ['Color', 'Natural Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['MS Office Provided', 'Yes']]","['4.3', '4.3', '4', '4']","['₹58,990']","['₹65,628']",['10% off'],"['64 Ratings & 5 Reviews', '(64)', '(68)', '(7,674)']"
"MICROSOFT Laptop Go 3 Intel Core i5 12th Gen 1235U - (8 GB/256 GB SSD/Windows 11 Home) XK1-00045 Thin and Light Laptop  (12.4 Inch, Platinum, 1.13 Kg)","[['Sales Package', '1U Surface Laptop, 1U PSU, 1U Warranty & Compliance Guide'], ['Model Number', 'XK1-00045'], ['Part Number', 'XK1-00045'], ['Model Name', 'Surface Laptop Go 3'], ['Series', 'Laptop Go 3'], ['Color', 'Platinum'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Upto 15 Hours'], ['MS Office Provided', 'No']]","['4.5', '3.9']","['₹79,990']","['₹80,999']",['1% off'],"['(22)', '(34)']"
"ASUS ROG Ally AMD Ryzen Z1 Octa Core Extreme - (16 GB/512 GB SSD/Windows 11 Home) RC71L-NH001W Handheld Gaming PC  (7 Inch, Pure White, 608 g)","[['Sales Package', '1 x Handheld Console PC, 1 xAdapter, 1 x User Manual'], ['Model Number', 'RC71L-NH001W'], ['Part Number', '90NV0GY1-M000C0'], ['Model Name', 'RC71L-NH001W'], ['Series', 'ROG Ally'], ['Color', 'Pure White'], ['Type', 'Handheld Gaming PC'], ['Suitable For', 'Gaming'], ['Power Supply', 'TYPE-C 65W AC Adapter'], ['Battery Cell', '4 Cell'], ['MS Office Provided', 'No']]","['4.6', '4.6', '4.5']","['₹59,990']","['₹83,990']",['28% off'],"['389 Ratings & 69 Reviews', '(389)', '(3)', '(1,145)']"
"HP Pavilion x360 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14-ek0137TU Thin and Light Laptop  (14 Inch, Natural Silver, 1.41 Kg, With MS Office)",[],"['4.3', '4.3', '4', '4']","['₹58,990']","['₹65,628']",['10% off'],"['64 Ratings & 5 Reviews', '(64)', '(68)', '(7,674)']"
"MICROSOFT Laptop Go 3 Intel Core i5 12th Gen 1235U - (8 GB/256 GB SSD/Windows 11 Home) XK1-00045 Thin and Light Laptop  (12.4 Inch, Platinum, 1.13 Kg)","[['Sales Package', '1U Surface Laptop, 1U PSU, 1U Warranty & Compliance Guide'], ['Model Number', 'XK1-00045'], ['Part Number', 'XK1-00045'], ['Model Name', 'Surface Laptop Go 3'], ['Series', 'Laptop Go 3'], ['Color', 'Platinum'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Upto 15 Hours'], ['MS Office Provided', 'No']]","['4.5', '3.9']","['₹79,990']","['₹80,999']",['1% off'],"['(22)', '(34)']"
"ASUS AMD Ryzen 5 Quad Core - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-LK542WS Laptop  (15.6 inch, Black, With MS Office)","[['Sales Package', 'Laptop, Manual, Adaptor'], ['Model Number', 'E1504FA-LK542WS'], ['Part Number', '90NB0ZR2-M00J60'], ['Model Name', 'Vivobook Go 15 OLED'], ['Color', 'Black'], ['Type', 'Laptop'], ['Suitable For', 'Performance'], ['Battery Backup', '3 hours'], ['MS Office Provided', 'Yes']]",[],"['₹56,990']","['₹79,990']",['28% off'],[]
"ASUS AMD Ryzen 5 - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX NVIDIA® RTX™ 2050) M6500QF-HN541WS Creator Laptop  (15.6 inch, Black, With MS Office)","[['Sales Package', 'Laptop , Adaptor: ø4.5, 120W AC Adapter,User Guide'], ['Model Number', 'M6500QF-HN541WS'], ['Part Number', '90NB1241-M00070'], ['Model Name', 'Vivobook Pro 15 Creator'], ['Color', 'Black'], ['Type', 'Creator Laptop'], ['Suitable For', 'Performance'], ['Battery Backup', '3 Hours'], ['MS Office Provided', 'Yes']]","['4.3', '4.3', '3.8', '4']","['₹60,943']","['₹89,000']",['31% off'],"['3 Ratings & 0 Reviews', '(3)', '(81)', '(27)']"
"ASUS TUF Gaming F15 (2023) with 90WHr Battery Intel H-Series Intel Core i7 13th Gen 13700H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050/144 Hz/140 TGP) FX507VU-LP083WS Gaming Laptop  (15.6 Inch, Mecha Gray, 2.20 Kg, With MS Office)",[],"['4.5', '4.5', '4.2', '4']","['₹1,19,990']","['₹1,55,990']",['23% off'],"['11 Ratings & 1 Reviews', '(11)', '(383)', '(341)']"
"realme Book Prime Intel Core i5 11th Gen 11320H - (16 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Laptop  (14 inch, Grey, 1.37 kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, Battery, Warranty Documents, User Guide'], ['Model Number', 'CloudPro002'], ['Part Number', '130290120208'], ['Model Name', 'Book Prime'], ['Series', 'Book Prime'], ['Color', 'Grey'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Entertainment, Performance, Processing & Multitasking'], ['Battery Backup', 'Upto 12 hours'], ['Power Supply', '65W Type-C Adaptor'], ['Battery Cell', '54Wh'], ['MS Office Provided', 'Yes']]","['4.3', '4.3', '4.1', '4']","['₹56,999']","['₹74,999']",['24% off'],"['541 Ratings & 81 Reviews', '(541)', '(304)', '(73)']"
"realme Book Prime Intel Core i5 11th Gen 11320H - (16 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Laptop  (14 inch, Blue, 1.37 kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, Battery, Warranty Documents, User Guide'], ['Model Number', 'CloudPro002'], ['Part Number', '130290120209'], ['Model Name', 'Book Prime'], ['Series', 'Book Prime'], ['Color', 'Blue'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Entertainment, Performance, Processing & Multitasking'], ['Battery Backup', 'Upto 12 hours'], ['Power Supply', '65W Type-C Adaptor'], ['Battery Cell', '54Wh'], ['MS Office Provided', 'Yes']]","['4.3', '4.3', '4', '3.6']","['₹56,999']","['₹74,999']",['24% off'],"['541 Ratings & 81 Reviews', '(541)', '(73)', '(372)']"
